coords	ins0	ins1	ins2	ins3	ins4	ins5	ins6	ins7	ins8	ins9	ins10	ins11	ins12	ins13	ins14	ins15	ins16	ins17	ins18	ins19	no_ins0	no_ins1	no_ins2	no_ins3	no_ins4	no_ins5	no_ins6	no_ins7	no_ins8	no_ins9	no_ins10	no_ins11	no_ins12	no_ins13	no_ins14	no_ins15	no_ins16	no_ins17	no_ins18	no_ins19
chr1,17024,18924	0.00224719101124	0.0	0.0018102372035	0.00701395982295	0.00320640142157	0.0	0.0072835092498	0.00140449438202	0.00359635682669	0.0095076030738	0.0198313997915	0.0067304303555	0.00403067594079	0.00340301847921	0.0137328339576	0.0	0.0	0.000937957987298	0.0015144031998	0.0	0.0	0.0	0.0	0.00909090909091	0.0181818181818	0.0	0.0	0.0	0.0	0.0	0.0211956521739	0.0	0.0111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,18331,18642	0.0	0.0	0.0	0.623376013156	0.615176886303	0.644946961919	0.861435912223	0.912677873586	0.0	0.917919680031	0.792708138243	0.5974509432	0.0304065868772	0.0178898225957	0.00484428621541	0.00155034507976	0.00480282485151	0.0143790849673	0.0	0.0	0.0	0.0	0.0	0.439520162639	0.309615384615	0.29	0.521428571429	0.573005698006	0.0	0.561538461538	0.266924664603	0.230833333333	0.0277777777778	0.0	0.00961098398169	0.00625	0.0	0.0	0.0	0.0
chr1,55676,56576	0.0	0.00278161798094	0.00481866273925	0.0102672292546	0.00564411825243	0.00442148361091	0.00150801710482	0.00401551925823	0.00476420590416	0.00483273952837	0.026042716855	0.0109456750721	0.00937495086092	0.00432735042024	0.00298315416778	0.00498961891367	0.00602388006105	0.0	0.00437902236851	0.00463588291471	0.0	0.00347222222222	0.00549970862471	0.0	0.0	0.0	0.0025	0.0	0.00686849586134	0.00473974733843	0.00231481481481	0.0	0.0	0.00183823529412	0.00520833333333	0.0	0.00480769230769	0.0	0.0	0.0
chr1,257710,258629	0.00123931623932	0.0213841218306	0.00266010331565	0.00243030503447	0.00227434608115	0.00307139572039	0.00350132592563	0.00489285739186	0.0	0.0	0.542949922706	0.00375879602853	0.00289208360006	0.00698499810827	0.00196765315813	0.00750688209903	0.0	0.00382796663755	0.0	0.003321332396	0.0	0.0	0.0116669541717	0.0	0.00202682216297	0.00730519480519	0.00671487603306	0.00435803639977	0.0	0.0	0.181818181818	0.0	0.0	0.00599692084149	0.0131877990431	0.00566682871496	0.0	0.00715492350489	0.0	0.00297675297675
chr1,258630,258712	0.0	0.668723718031	0.397712596017	0.393984647826	0.693893959529	0.607727522884	0.0	0.0	0.710296457606	0.692906845685	0.0036713821674	0.00216585739842	0.00699372273036	0.00422126596274	0.0075648615851	0.0	0.00373894415761	0.0	0.0015503875969	0.00389391638342	0.0	0.229429429429	0.0982905982906	0.111111111111	0.275681341719	0.168888888889	0.0	0.0	0.557318217441	0.485961826591	0.0	0.0	0.0	0.0071573976414	0.00470390176273	0.0	0.00874490650598	0.0	0.00462962962963	0.00608397702515
chr1,431310,431469	0.00565691419278	0.00284507631932	0.00279555267948	0.00215517241379	0.000844594594595	0.00540540540541	0.00443445443445	0.00246618872165	0.0	0.00222792350452	0.381496109027	0.506127324496	0.297720819904	0.201896167972	0.0	0.619246052792	0.330702405248	0.241222136123	0.29831011618	0.0	0.00369160009683	0.00185185185185	0.000816993464052	0.0037037037037	0.0	0.0	0.0196581196581	0.0074885583524	0.0	0.0	0.111784511785	0.0932424466907	0.0111111111111	0.0263532763533	0.1	0.140586694053	0.0	0.00595800301416	0.0	0.0
chr1,431474,431916	0.00285858910167	0.0029916172899	0.0	0.00280564845782	0.0	0.00512946090468	0.0013986013986	0.00253640522053	0.353497541163	0.447447421786	0.5981270538	0.591940996828	0.2563716303	0.27614691593	0.325477379667	0.0	0.0	0.267960718858	0.265324913976	0.165957621009	0.000730994152047	0.00173611111111	0.0	0.0	0.0	0.0118361108036	0.0	0.0	0.0	0.0555555555556	0.159848484848	0.166795034938	0.00460747829169	0.00824175824176	0.0	0.0	0.0	0.13361529538	0.15865028218	0.312904243438
chr1,431917,432073	0.00532770932771	0.00321761993086	0.0	0.0473518196613	0.475412889392	0.32908509956	0.500918622945	0.407345170095	0.190848595227	0.210448342098	0.326293039845	0.238005840975	0.294332647964	0.0	0.0	0.243070707071	0.242769859976	0.168297173006	0.0	0.387725771023	0.0196581196581	0.0074885583524	0.0	0.0	0.0	0.0555555555556	0.148984416462	0.122934472934	0.019244734931	0.0	0.0	0.00595800301416	0.0	0.0	0.0	0.0	0.130319146149	0.318279466736	0.0	0.131808278867
chr1,846664,847739	0.0132962275819	0.0117568329107	0.0162155305012	0.0175876358301	0.0106553365663	0.00872090872091	0.00996942434283	0.000549450549451	0.00801181246228	0.0	0.00488778507354	0.00322336159889	0.00424137266243	0.00483851783001	0.000903934774903	0.000981161695447	0.00397140933382	0.00331568592438	0.0123804766662	0.00277986342881	0.0	0.0	0.0	0.0	0.0	0.0	0.00531914893617	0.0	0.0	0.0	0.0	0.0	0.0192307692308	0.0	0.0	0.0	0.0	0.0	0.05	0.0
chr1,1160069,1161330	0.00152350758558	0.00537288877163	0.00523268931053	0.00379262928434	0.0015901952729	0.00213511100608	0.0031684981685	0.00327985729089	0.00543154648847	0.00223584108199	0.00462826583625	0.00567242281528	0.0	0.000477783086479	0.000477783086479	0.00313109509538	0.0	0.0	0.00340136054422	0.00201354910392	0.00320512820513	0.0	0.0111111111111	0.00724637681159	0.0	0.0	0.0	0.0	0.0606060606061	0.0	0.0	0.0	0.0175438596491	0.0	0.0	0.0	0.0	0.0	0.0	0.0
