coords	ins0	ins1	ins2	ins3	ins4	ins5	ins6	ins7	ins8	ins9	ins10	ins11	ins12	ins13	ins14	ins15	ins16	ins17	ins18	ins19	no_ins0	no_ins1	no_ins2	no_ins3	no_ins4	no_ins5	no_ins6	no_ins7	no_ins8	no_ins9	no_ins10	no_ins11	no_ins12	no_ins13	no_ins14	no_ins15	no_ins16	no_ins17	no_ins18	no_ins19
chr1,17024,18924	0.0	0.00428447956538	0.0109238451935	0.0035550481684	0.00248908476711	0.0	0.0	0.0138888888889	0.00512657248123	0.00677063114009	0.00140449438202	0.00495403472932	0.00469725343321	0.00276926569061	0.0102059925094	0.0	0.00242594484168	0.00278391411814	0.00126404494382	0.00223265421373	0.0	0.0181818181818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,18331,18642	0.0442910684087	0.0	0.748169624026	0.885072952546	0.746475045844	0.731474201765	0.899149985923	0.935865509973	0.0	0.0	0.853931598181	0.636654306484	0.0	0.00147058823529	0.0051871657754	0.00491830065359	0.00289958407605	0.0100980392157	0.00235294117647	0.00294117647059	0.0166666666667	0.0	0.431203142536	0.610069444444	0.385714285714	0.373915626857	0.519184981685	0.545714285714	0.0	0.0	0.524356499356	0.233333333333	0.0	0.01	0.0	0.0	0.0	0.005	0.0	0.0
chr1,55676,56576	0.0	0.00357375301139	0.00227971746959	0.00316720981852	0.0	0.0	0.00246453858987	0.00457102672293	0.00332393447877	0.00213901837013	0.00405958317351	0.00451101233831	0.00718473952514	0.00290590088942	0.00325367072661	0.00522905364678	0.00509304338418	0.00286556454003	0.00395105164913	0.00432259710012	0.0	0.0	0.00284090909091	0.0	0.0	0.0	0.00558790771514	0.00520833333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00367647058824	0.0	0.0	0.00406171858435	0.00183823529412
chr1,257710,258629	0.00805479793575	0.0	0.0033864419476	0.00146214480408	0.00367916064276	0.00409432956034	0.00369984963327	0.00319298337478	0.00399659863946	0.00925925925926	0.487314657529	0.0036038695518	0.00348208259317	0.00663232583401	0.00441790166213	0.00381372979299	0.0	0.00225650730101	0.0	0.0	0.0179063360882	0.0	0.00247658197992	0.00533562412	0.00205919404183	0.00198721275849	0.000819000819001	0.00543275599069	0.00779220779221	0.0	0.127771618625	0.00310395622896	0.00135685210312	0.0109090909091	0.010101010101	0.00528007346189	0.00606060606061	0.001443001443	0.0	0.0
chr1,258630,258712	0.00904392764858	0.0	0.570824343761	0.0	0.638349762915	0.304263565891	0.0	0.0	0.691876705442	0.11197153871	0.00425702507426	0.00159028909366	0.00992887172845	0.00609021240525	0.00387596899225	0.00706483439042	0.00220403038704	0.0	0.0	0.0	0.0	0.0	0.215053763441	0.0	0.440170940171	0.0	0.0	0.0	0.578968856284	0.0	0.0	0.00308641975309	0.0	0.0	0.0042735042735	0.0	0.00176366843034	0.0	0.0	0.0
chr1,431310,431469	0.00416012426698	0.00306517506636	0.00256677909315	0.00248877123877	0.000927381726351	0.00216023900234	0.0	0.00200514309997	0.00032175032175	0.00236828912769	0.717116932148	0.758723341098	0.610360139765	0.541097685704	0.0	0.757187236375	0.574914983801	0.0	0.338423554831	0.0	0.0074355788089	0.00237239727289	0.00636230460419	0.0	0.0	0.0	0.0	0.0	0.0	0.0103956228956	0.210505665951	0.161933106576	0.197685185185	0.102356902357	0.0	0.2127018347	0.0462962962963	0.0	0.0414600097341	0.0
chr1,431474,431916	0.00296800167949	0.00267713441931	0.00547785547786	0.00167903841748	0.00102564102564	0.0	0.00228277829843	0.00229693150797	0.558721997302	0.447843833256	0.821109659388	0.695011835574	0.0	0.341430461841	0.383534318027	0.0	0.0	0.296043982612	0.372287377395	0.330121240558	0.00555442019164	0.00272108843537	0.0	0.0	0.0	0.0	0.0	0.0103956228956	0.0	0.0	0.214983164983	0.212274384896	0.0	0.00987654320988	0.0594849343144	0.0	0.0	0.0810185185185	0.433418049317	0.239707424701
chr1,431917,432073	0.0	0.00197840785864	0.00031746031746	0.00233671193932	0.503165124935	0.61770071952	0.728213132583	0.749846501983	0.584345854579	0.41273841191	0.567249450683	0.0	0.333911240766	0.0	0.0	0.268767181689	0.300568828849	0.342236069269	0.264229143943	0.679121343324	0.0	0.0	0.0	0.0103956228956	0.0	0.166666666667	0.214714812039	0.217115600449	0.141441441441	0.0555555555556	0.0462962962963	0.0	0.0414600097341	0.0	0.0	0.0810185185185	0.390684211395	0.452067588219	0.0266500474834	0.327792047184
chr1,846664,847739	0.0118368520082	0.0224283436923	0.0211521760914	0.0193378050521	0.0182263322395	0.040208611952	0.0158160520798	0.00666248448827	0.001221001221	0.00292055450119	0.00162757410657	0.00277949668812	0.00235478806907	0.00280205854612	0.00332346829042	0.0	0.0	0.00717853574996	0.0	0.00714285714286	0.0	0.0128968253968	0.0	0.0	0.0	0.00242718446602	0.0	0.00431034482759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1,1160069,1161330	0.00307659083169	0.00215688985275	0.0	0.0	0.00807278706909	0.00651489811154	0.00249259070842	0.00355279849963	0.00368118658791	0.00321290431181	0.00470595859852	0.001221001221	0.000999000999001	0.00405617685253	0.00371159146936	0.00139812062304	0.00270634200384	0.0	0.00194706087563	0.0	0.0	0.0079604130809	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333333333	0.0	0.0	0.0	0.0128205128205	0.0133333333333	0.0	0.0	0.0	0.0	0.0	0.0
